station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,station_name_roman,circuity_avg,edge_density_km,edge_length_avg,edge_length_total,intersection_count,intersection_density_km,k_avg,m,n,node_density_km,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segment_count,streets_per_node_avg,Circuit Index (μ),Alpha Index,Beta Index,Gamma Index,Road Density (km/km²),Intersection Density (nodes/km²),Average Circuitousness (A'),Degree Centrality (Mean),Degree Centrality (Std Dev),Closeness Centrality (Mean),Closeness Centrality (Std Dev),Betweenness Centrality (Mean),Betweenness Centrality (Std Dev),Global Integration (Mean),Global Integration (Std Dev),"Local Integration (Radius=3, Mean)","Local Integration (Radius=3, Std Dev)",similar_to,similar_area_to,geometry
2800109,2800109,日本橋,,,28001,13,103-0027,中央区日本橋１丁目,139.773516,35.682078,0000-00-00,0000-00-00,0,2800109,nihonbashi,0.8382693879591618,88660536754.4549,66.81276319099841,88660.5367544549,699.0,699000000.0,3.7433004231311706,1327.0,709.0,709000000.0,0.0008818342151675,77956760911.98582,68.74493907582524,77956.76091198582,1134.0,3.4019746121297603,5439.0,0.7691981332201951,2.5370265686828715,0.8461538461538461,126.52302450330504,1759.6568395597678,0.811361736165308,0.0014345640761565,0.0004978984354893,0.0009995631141722,0.0002094830485813,0.0101004449502144,0.0115500189982889,0.3442774705015797,9.76818434468314,0.0545861532761111,0.1822792402259241,新宿,都心・副都心エリア(新宿),POINT (139.773516 35.682078)
2800113,2800113,虎ノ門,,,28001,13,105-0001,港区虎ノ門１-１-２１,139.749832,35.670236,0000-00-00,0000-00-00,0,2800113,toranomon,0.8193784964311597,71499854577.92426,61.5847153987289,71499.85457792426,559.0,559000000.0,4.102473498233215,1161.0,566.0,566000000.0,0.0,57567044429.04296,62.91480265469176,57567.04442904296,915.0,3.386925795053004,5508.0,0.8506563706563707,2.6996913580246917,0.9004529544986617,128.01749976975543,1611.44379880544,0.8114878317110039,0.0016669906502159,0.0005224262345194,0.0009851195650758,0.0001837167380819,0.0110796320122736,0.0130189900824468,0.6801504353067265,22.3938745187473,0.0449795760237361,0.1554727381840082,新宿,都心・副都心エリア(新宿),POINT (139.749832 35.670236)
2800114,2800114,溜池山王,,,28001,13,100-0014,千代田区永田町２-１１-１,139.741419,35.673621,0000-00-00,0000-00-00,0,2800114,tameikesannou,0.8365140617711792,66399452017.0334,78.3012405861243,66399.4520170334,401.0,401000000.0,4.116504854368932,848.0,412.0,412000000.0,0.0,50557858211.92727,78.99665345613636,50557.85821192727,640.0,3.2888349514563107,3504.0,0.8131817126943607,2.624014835419564,0.8754833720030936,100.04842726211452,1072.803788278807,0.8114517538118412,0.0024341510532649,0.0008248817756566,0.0010022627827625,0.0001886922208237,0.0137492330652047,0.0165010938531554,0.3668409553143102,16.071120116127567,0.0416816386075899,0.1462524181870773,新宿,都心・副都心エリア(新宿),POINT (139.741419 35.673621)
2800208,2800208,大手町,,,28002,13,100-0004,千代田区大手町１丁目,139.7662,35.686564,0000-00-00,0000-00-00,0,2800208,ootemachi,0.8259953651685481,65005957067.7309,68.7893725584454,65005.9570677309,487.0,487000000.0,3.8181818181818175,945.0,495.0,495000000.0,0.0012626262626262,55008011780.29144,69.4545603286508,55008.01178029143,792.0,3.412121212121212,5183.0,0.8202247191011236,2.6388361796331434,0.880168776371308,120.39681258640834,1572.6497814267907,0.8113135784804972,0.0016696211196666,0.0005487002292165,0.0009745503304606,0.0001800379359929,0.0107308437897352,0.0127734081265907,0.2643715505722725,9.005930429941847,0.0494123813660838,0.1656422010070959,新宿,都心・副都心エリア(新宿),POINT (139.7662 35.686564)
2800211,2800211,霞ケ関,,,28002,13,100-0013,千代田区霞が関２丁目,139.750899,35.673838,0000-00-00,0000-00-00,0,2800211,kasumigaseki,0.8186331330622896,51547625761.36627,68.27500100843214,51547.62576136627,389.0,389000000.0,3.8618925831202047,755.0,391.0,391000000.0,0.0,44091081550.0285,69.5442926656601,44091.0815500285,634.0,3.4603580562659846,4203.0,0.8298124383020731,2.657593688362919,0.886564021581787,106.08888812266056,1260.8055648061084,0.8114615911401803,0.0020975482938933,0.0006595637422345,0.0010142637023879,0.0001916461663655,0.0124503091788809,0.0153923813728566,0.4227991767921309,17.456494024445874,0.0384679228579995,0.1436142907195743,新宿,都心・副都心エリア(新宿),POINT (139.750899 35.673838)
2800212,2800212,国会議事堂前,,,28002,13,100-0014,千代田区永田町１丁目,139.745219,35.67393,0000-00-00,0000-00-00,0,2800212,kokkaigijidoumae,0.8315282475826521,62919461490.77348,75.26251374494436,62919.46149077348,416.0,416000000.0,3.971496437054632,836.0,421.0,421000000.0,0.0,51060540956.36934,76.66747891346748,51060.54095636934,666.0,3.3681710213776723,3797.0,0.8080442647371782,2.6139455782312924,0.8720567375886524,104.57773753101118,1169.7888317254306,0.8114511149780796,0.0022236882843311,0.0007514019443715,0.0010247140958495,0.0001870063839432,0.0126480254581356,0.0156611930276494,0.4746058886021352,16.92851775112772,0.040075665282507,0.142779493792476,新宿,都心・副都心エリア(新宿),POINT (139.745219 35.67393)
2800216,2800216,新宿御苑前,,,28002,13,160-0022,新宿区新宿１-８-１,139.71069,35.688588,0000-00-00,0000-00-00,0,2800216,shinjukugyoenmae,0.8368755981750606,78194285981.98299,59.781564206409,78194.28598198298,528.0,528000000.0,4.525951557093426,1308.0,578.0,578000000.0,0.0,52186947879.90869,61.61386998808582,52186.94787990869,847.0,3.055363321799308,3844.0,0.8450208837107056,2.6877470355731226,0.8967032967032967,99.58763046849955,1132.4868919382675,0.8112806356524636,0.0023618163757233,0.0007622839475133,0.000995426529166,0.0001980940715062,0.0144117152300846,0.0160937421611728,0.5859364659834455,10.947995243576312,0.0380252525821797,0.1860193164962928,新宿,都心・副都心エリア(新宿),POINT (139.71069 35.688588)
2800219,2800219,西新宿,,,28002,13,160-0023,新宿区西新宿６-７-５１,139.692778,35.694298,0000-00-00,0000-00-00,0,2800219,nishishinjuku,0.8389688202367724,89082315821.5494,60.64146754360068,89082.31582154939,579.0,579000000.0,4.451515151515151,1469.0,660.0,660000000.0,0.0,59524132056.0658,63.39098195534164,59524.1320560658,939.0,2.9696969696969697,4395.0,0.7860847791092828,2.570407433881344,0.8574153552694326,111.12141027403128,1391.61103365976,0.8112453924681177,0.0018379745683813,0.0006693995192387,0.0009689089389572,0.0001973128637149,0.0114900955237318,0.0146366346951287,1.4224077625192937,32.29524765521698,0.0269551812611027,0.1139281216064514,新宿,都心・副都心エリア(新宿),POINT (139.692778 35.694298)
2800309,2800309,人形町,,,28003,13,103-0013,中央区日本橋人形町２-６-５,139.782285,35.686307,0000-00-00,0000-00-00,0,2800309,ningyouchou,0.8287921269117549,102323252367.40408,57.549635752195776,102323.25236740409,943.0,943000000.0,3.715778474399164,1778.0,957.0,957000000.0,0.0,91883570460.06113,58.599215854630806,91883.5704600611,1568.0,3.412748171368861,4883.0,0.7576415826221877,2.5137984496124037,0.838452787258248,117.2731020866331,1603.9834108480077,0.8113192189424127,0.0015594283186181,0.0004892719128706,0.0009649376412928,0.0001938557028001,0.0116241318080301,0.0130615591460458,0.6524408094990651,24.44782545604889,0.0353415257182015,0.148054003402302,新宿,都心・副都心エリア(新宿),POINT (139.782285 35.686307)
2800310,2800310,茅場町,,,28003,13,103-0025,中央区日本橋茅場町１-４-６,139.780005,35.679752,0000-00-00,0000-00-00,0,2800310,kayabachou,0.8311496358253284,101839313628.57036,58.52834116584503,101839.31362857037,887.0,887000000.0,3.870967741935484,1740.0,899.0,899000000.0,0.0,87789490381.84163,60.46108153019395,87789.49038184162,1452.0,3.3937708565072304,5190.0,0.773818398687938,2.546185935637664,0.8492347445835818,120.87289448349829,1669.1374656762523,0.8113787094865612,0.0015178455652087,0.000501363051284,0.0009815646942099,0.0002190112857569,0.0108877613825023,0.0140169338268187,0.53436330796154,14.948603826409634,0.0324968688793847,0.1401488413068019,新宿,都心・副都心エリア(新宿),POINT (139.780005 35.679752)
2800312,2800312,築地,,,28003,13,104-0045,中央区築地３-１５-１,139.772603,35.668115,0000-00-00,0000-00-00,0,2800312,tsukiji,0.8196033494842014,74332554258.88554,61.58455199576267,74332.55425888555,597.0,597000000.0,3.9966887417218544,1207.0,604.0,604000000.0,0.0,63689111528.793655,64.20273339596135,63689.111528793655,992.0,3.4271523178807946,4618.0,0.8370491208990394,2.6722202100688155,0.8913857677902621,109.42746768689244,1373.2087433647594,0.8114809378364742,0.0019363914565716,0.0005514331017559,0.001051214926233,0.0002204093280234,0.0129678428611947,0.0140649270123651,0.1377985830222268,7.109581843990968,0.0551791642474809,0.1724631213263432,新宿,都心・副都心エリア(新宿),POINT (139.772603 35.668115)
2800315,2800315,日比谷,,,28003,13,100-0006,千代田区有楽町１丁目,139.76017,35.67459,0000-00-00,0000-00-00,0,2800315,hibiya,0.8257102344285845,59459308879.33586,75.55185372215485,59459.30887933586,423.0,423000000.0,3.712264150943396,787.0,424.0,424000000.0,0.0,53497443764.36705,78.21263708240797,53497.443764367046,684.0,3.483490566037736,5310.0,0.8505526189332052,2.699423815620998,0.9003843689942345,125.91056310679504,1553.750131934628,0.8114463044073482,0.0017287376340832,0.000512571132872,0.0010240829078103,0.0002124971033076,0.0115674584910718,0.0136114681838133,0.2984035559129241,7.900018073795747,0.0723090080097852,0.1925563589632005,新宿,都心・副都心エリア(新宿),POINT (139.76017 35.67459)
2800322,2800113,虎ノ門ヒルズ,,,28003,13,105-0001,港区虎ノ門一丁目22-12,139.747778,35.667444,2020-06-06,0000-00-00,0,2800316,toranomonhiruzu,0.8209063054750515,75272120935.26941,63.14775246247434,75272.12093526941,545.0,545000000.0,4.287769784172662,1192.0,556.0,556000000.0,0.0,57075488976.49803,64.41928778385781,57075.488976498025,886.0,3.347122302158273,5370.0,0.8699173821480641,2.7381029459371966,0.9132923010474032,122.85878092037429,1536.3425600339522,0.8115096380115109,0.0017733827370059,0.0005448554173989,0.0010087807746079,0.0001869376688122,0.0114097009234031,0.0138030594498124,0.4928188039559456,19.987177577436302,0.0481956561692877,0.1592847240456597,新宿,都心・副都心エリア(新宿),POINT (139.747778 35.667444)
2800811,2800811,清澄白河,,,28008,13,135-0021,江東区白河１-７-１４,139.798851,35.682105,0000-00-00,0000-00-00,0,2800811,kiyosumishirakawa,0.8215391537845568,83485069035.9054,60.018022311937735,83485.06903590538,616.0,616000000.0,4.3742138364779874,1391.0,636.0,636000000.0,0.0,61631367161.17992,61.20294653543189,61631.36716117992,1007.0,3.308176100628931,3900.0,0.8194998949359109,2.636859781696054,0.8796918767507003,99.65521411538306,1184.709607640296,0.8113560679910131,0.0022149179182663,0.0007114689917064,0.0009932433316809,0.0001785656325357,0.0137519440306111,0.0169482891156865,0.4832521850519233,11.084772113929514,0.0393737660629708,0.186374594191446,新宿,都心・副都心エリア(新宿),POINT (139.798851 35.682105)
9930101,9930101,都庁前,,,99301,13,160-0023,新宿区西新宿２-８-１,139.69257,35.690551,0000-00-00,0000-00-00,0,9930101,tochoumae,0.8368275350540797,90425453510.5558,60.16330905559269,90425.4535105558,583.0,583000000.0,4.631741140215716,1503.0,649.0,649000000.0,0.0,59380796001.03703,63.5768693801253,59380.79600103703,934.0,3.010785824345146,4427.0,0.8050554646299327,2.60828488372093,0.8700606060606061,112.52782554036938,1368.7325105903,0.811269356155701,0.0018962449172816,0.0006746285633812,0.0010106682017289,0.0002179821576138,0.0114028856410469,0.013551126844567,1.233607361534914,31.711667707765955,0.0253635913624396,0.1117138172503216,新宿,都心・副都心エリア(新宿),POINT (139.69257 35.690551)
9930102,9930102,新宿西口,,,99301,13,160-0023,新宿区西新宿１-３-１７,139.699155,35.693315,0000-00-00,0000-00-00,0,9930102,shinjukunishiguchi,0.8308732127657099,81204890051.2598,63.29297743667949,81204.89005125979,568.0,568000000.0,4.283806343906511,1283.0,599.0,599000000.0,0.0,59682709874.78696,65.36989033383018,59682.70987478695,913.0,3.195325542570952,5161.0,0.7938778649438548,2.5862280971411007,0.8626063775248641,118.65158161887956,1617.9094683685485,0.8112521930383917,0.0015905461852036,0.00056864711764,0.001022996353724,0.00021620221486,0.0100243557730583,0.0122768930215083,0.7875552281013901,13.331065386937697,0.0414587474310375,0.1700495305225942,新宿,都心・副都心エリア(新宿),POINT (139.699155 35.693315)
9930212,2800110,宝町,,,99302,13,104-0031,中央区京橋２-１３-１１,139.771767,35.675461,0000-00-00,0000-00-00,0,9930212,takaramachi,0.8211385256343426,97440030680.13884,61.90599153757233,97440.03068013884,808.0,808000000.0,3.8390243902439023,1574.0,820.0,820000000.0,0.0,86796472313.5076,64.43687625353199,86796.47231350759,1347.0,3.426829268292683,6647.0,0.802099674188488,2.602990834539315,0.868082368082368,144.61958533048335,2062.0512314343687,0.8114222999771065,0.0012559666270394,0.0003981159249362,0.0009528959766257,0.0001675331893557,0.0097416462009087,0.0114153509190796,0.4616467913040487,16.132274286142316,0.0646142296437105,0.1935357057393598,新宿,都心・副都心エリア(新宿),POINT (139.771767 35.675461)
9930307,9930307,内幸町,,,99303,13,100-0011,千代田区内幸町２-２-３,139.75561,35.66975,0000-00-00,0000-00-00,0,9930307,uchisaiwaichou,0.8195673727166252,80422071316.59146,60.15113785833318,80422.07131659146,668.0,668000000.0,3.973254086181278,1337.0,673.0,673000000.0,0.0,68927726683.01279,62.604656387840855,68927.72668301278,1101.0,3.4398216939078754,6410.0,0.8621385339609953,2.7228494623655912,0.9081047157970236,140.30497186420186,1850.1762134432831,0.8114890551294213,0.0014642911870748,0.000435562219109,0.0009900594071574,0.0001770889019153,0.0103790235363849,0.0129719311622875,0.4737805087285735,21.23379756217123,0.0520055019555127,0.1652441915870902,新宿,都心・副都心エリア(新宿),POINT (139.75561 35.66975)
9930519,9930519,西ヶ原四丁目,,,99305,13,114-0024,東京都北区西ヶ原四丁目,139.732779,35.744501,0000-00-00,0000-00-00,0,9930519,nishikeharashiteime,0.8304946909032364,83079653186.794,63.41958258533894,83079.653186794,489.0,489000000.0,4.816176470588236,1310.0,544.0,544000000.0,0.0,48223063779.96868,63.36802073583269,48223.06377996868,761.0,2.919117647058824,4511.0,0.8389436488748373,2.675956893348198,0.8926490640882608,107.48354519305694,1338.3935995634072,0.8107188383064656,0.0019895590285116,0.0006673350509142,0.0009668872709902,0.0001801291107916,0.013324091626808,0.0173916836651568,0.6746798752661651,13.255299979070724,0.0513283933292727,0.2875553748952323,新宿,都心・副都心エリア(新宿),POINT (139.732779 35.744501)
1131214,1131214,中野,,,11312,13,164-0001,中野区中野５丁目,139.665835,35.705765,0000-00-00,0000-00-00,0,1131214,nakano,0.8405999138810152,112462325080.98,52.3080581772,112462.32508098,758.0,758000000.0,4.853273137697517,2150.0,886.0,886000000.0,0.0,62952023549.13049,51.9406134893816,62952.02354913049,1212.0,2.845372460496614,4451.0,0.8293273709707472,2.6567386448250185,0.8862394436164928,107.98460101229908,1335.9068035775963,0.8111162402619586,0.001978948711229,0.0006904811543724,0.0009796797060028,0.0001761304562637,0.0138102221684914,0.0198987556773337,0.1951068542111169,4.811185165252437,0.0422252949110186,0.2108404439752676,中野,城西エリア(中野),POINT (139.665835 35.705765)
1131215,1131215,高円寺,,,11312,13,166-0003,杉並区高円寺南４丁目,139.649664,35.705326,0000-00-00,0000-00-00,0,1131215,kouenji,0.8258523437231872,121181265045.20432,46.71598498273104,121181.26504520432,918.0,918000000.0,4.931558935361217,2594.0,1052.0,1052000000.0,0.0,69508554798.7144,47.252586538894896,69508.5547987144,1471.0,2.8897338403041823,3702.0,0.8063602700936615,2.61053089643168,0.8709349593495935,98.70447987788437,1142.9314350786733,0.811117013875972,0.0022729916381642,0.0007897210818446,0.0009653344874141,0.0001718206619789,0.0148495617644614,0.0177733700282414,0.1534316209386635,4.219764699968692,0.0331217122449956,0.2085991762232041,中野,城西エリア(中野),POINT (139.649664 35.705326)
1131216,1131216,阿佐ケ谷,,,11312,13,166-0004,東京都杉並区阿佐谷南三丁目36-3,139.635868,35.704818,0000-00-00,0000-00-00,0,1131216,asaketani,0.8359949424405287,131867615888.53278,48.58792037160382,131867.61588853275,906.0,906000000.0,5.130434782608695,2714.0,1058.0,1058000000.0,0.0,70888510700.76266,48.9899866625865,70888.51070076266,1447.0,2.844045368620038,3455.0,0.8371698570390114,2.6718296224588576,0.8914728682170543,97.02324036616145,1027.5441013370491,0.81113147835518,0.002587728447902,0.0008694647173237,0.0009971443490824,0.0001636809032328,0.0154472486270181,0.0187593454006292,0.0273878184769692,0.8618506023362261,0.013315107214647,0.0927401428979381,中野,城西エリア(中野),POINT (139.635868 35.704818)
1131217,1131217,荻窪,,,11312,13,167-0043,杉並区上荻１丁目,139.620109,35.704523,0000-00-00,0000-00-00,0,1131217,ogikubo,0.8317836603187937,123660910263.5495,50.47384092389776,123660.9102635495,901.0,901000000.0,4.716073147256978,2450.0,1039.0,1039000000.0,0.0,74817483314.00928,51.27997485538676,74817.48331400928,1459.0,2.914340712223292,2970.0,0.7367898784420739,2.471258671952428,0.8245701058201058,88.98485689000428,1003.6708598732648,0.81112769932356,0.0024504300168095,0.0009053562392388,0.0010045925196885,0.0001783025115444,0.0149009035446412,0.0179033498499071,0.3109191290308379,5.660371078295686,0.0266279109534966,0.131143069251729,中野,城西エリア(中野),POINT (139.620109 35.704523)
1131320,1131320,浅草橋,,,11313,13,111-0053,台東区浅草橋１丁目,139.784427,35.697403,0000-00-00,0000-00-00,0,1131320,asakusabashi,0.8150365610347328,99726508007.49376,47.85341075215632,99726.50800749376,1021.0,1021000000.0,4.0,2084.0,1042.0,1042000000.0,0.0,83344422262.62964,48.76794749129879,83344.42226262964,1709.0,3.4040307101727447,5126.0,0.781998474446987,2.5625,0.8546878177750661,110.27136388820853,1631.3381666919272,0.8111953964541795,0.0015629765172308,0.000470557197837,0.0010134440456109,0.0001853723046773,0.0120861041066952,0.0149307808354866,0.1038628091142812,4.68456559020274,0.0209192202836093,0.1059816682229714,中野,城西エリア(中野),POINT (139.784427 35.697403)
1131321,1131321,両国,,,11313,13,130-0015,墨田区横網１丁目,139.793334,35.69579,0000-00-00,0000-00-00,0,1131321,ryougoku,0.8160980013374545,105210565219.25624,48.43948674919716,105210.56521925624,949.0,949000000.0,4.5062240663900415,2172.0,964.0,964000000.0,0.0,76320016691.68527,48.797964636627405,76320.01669168526,1564.0,3.371369294605809,4408.0,0.8365913835642437,2.671217292377702,0.8910815939278938,103.37813819440296,1311.53620291665,0.8112152746989073,0.0020267202521833,0.0006068481566266,0.0008712271389491,0.000126886711337,0.0137672902762326,0.0187293215458855,0.2244141457101263,5.660423704047604,0.0165084580253029,0.0957969638856436,中野,城西エリア(中野),POINT (139.793334 35.69579)
1131903,1131903,赤羽,,,11319,13,115-0045,北区赤羽１丁目,139.720928,35.778026,0000-00-00,0000-00-00,0,1131903,akabane,0.8291217861155347,104721483283.14906,51.56153780558792,104721.48328314906,796.0,796000000.0,4.893975903614458,2031.0,830.0,830000000.0,0.0,64863531118.39942,51.03346272100662,64863.53111839942,1271.0,3.172289156626506,4543.0,0.8927097661623109,2.783274440518257,0.9284872298624754,109.91455442220602,1266.7738751720544,0.8103833080730188,0.0021863899768407,0.0006849376119966,0.001002871025235,0.0001835032002287,0.0136537986942316,0.0171455540608015,0.1982071910764612,4.502358027662263,0.0481078083926077,0.2110172836874028,中野,城西エリア(中野),POINT (139.720928 35.778026)
