station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,station_name_roman,circuity_avg,edge_density_km,edge_length_avg,edge_length_total,intersection_count,intersection_density_km,k_avg,m,n,node_density_km,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segment_count,streets_per_node_avg,Circuit Index (μ),Alpha Index,Beta Index,Gamma Index,Road Density (km/km²),Intersection Density (nodes/km²),Average Circuitousness (A'),Degree Centrality (Mean),Degree Centrality (Std Dev),Closeness Centrality (Mean),Closeness Centrality (Std Dev),Betweenness Centrality (Mean),Betweenness Centrality (Std Dev),Global Integration (Mean),Global Integration (Std Dev),"Local Integration (Radius=3, Mean)","Local Integration (Radius=3, Std Dev)"
1130208,1130208,新宿,,,11302,13,160-0022,東京都新宿区新宿三丁目38-1,139.700464,35.689729,1885-03-01,0000-00-00,0,1130208,shinjuku,0.8304546837191196,80100658952.43579,58.72482327891186,80100.65895243578,571.0,571000000.0,4.4794745484400655,1364.0,609.0,609000000.0,0.0,55775717543.40672,61.359425240271406,55775.71754340671,909.0,3.1330049261083746,4927.0,0.8004874086108854,2.599350649350649,0.8670132120424519,114.72252617473542,1531.8663272594924,0.811272412956807,0.0016884382262751,0.0005989918055665,0.0010335955007627,0.0002257100343293,0.0104850534026246,0.0130159522199891,0.5039705072146073,11.52504852530676,0.0437601867209031,0.1794060659829874
1130209,1130209,新大久保,,,11302,13,169-0073,東京都新宿区百人町一丁目10-15,139.700261,35.700875,1914-11-15,0000-00-00,0,1130209,shin'ookubo,0.8281358868488324,87602850850.55423,58.36299190576564,87602.85085055423,569.0,569000000.0,4.772655007949125,1501.0,629.0,629000000.0,0.0,55321655986.70473,60.99410803385306,55321.655986704725,907.0,3.0031796502384736,2992.0,0.7997861534349104,2.596903363587827,0.8665597719579547,87.32342227594472,931.5537762847498,0.8111751952874195,0.0027744694055425,0.0009532738555338,0.000910695956585,0.0001594411201564,0.0169109327232704,0.0201645556908466,0.3942953114363429,9.237939084753105,0.0189213071915758,0.1000562391150632
1130210,1130210,高田馬場,,,11302,13,169-0075,東京都新宿区高田馬場一丁目35-1,139.703715,35.712677,1910-09-15,0000-00-00,0,1130210,takadanobaba,0.8367730124820292,82903615032.89716,54.2918238591337,82903.61503289716,550.0,550000000.0,4.757009345794392,1527.0,642.0,642000000.0,0.0,49533044811.4271,56.03285612152386,49533.0448114271,884.0,2.833333333333333,2580.0,0.7892321810951362,2.575442883323152,0.8595310907237512,79.03518426212992,814.177005754477,0.8110556954981347,0.0031484631825466,0.0011197628751055,0.0009559730207407,0.0001703434808196,0.0166622891574921,0.0202255552683496,0.0762124859363054,1.3529994845648092,0.0127817380375771,0.0837911775846697
1130211,1130211,目白,,,11302,13,171-0031,東京都豊島区目白三丁目3-1,139.706228,35.720476,1885-03-16,0000-00-00,0,1130211,mejiro,0.8410414321392654,91278430534.01428,61.79988526338136,91278.43053401426,542.0,542000000.0,4.703821656050955,1477.0,628.0,628000000.0,0.0011655011655011,53482087800.95147,62.3334356654446,53482.08780095146,858.0,2.875796178343949,2471.0,0.760541705140043,2.518131530424093,0.8404102564102565,78.30301436880444,809.2034137828554,0.8109638751210575,0.0030973327557491,0.0011420902318173,0.0008663009888789,0.0001404302667712,0.0168475429674158,0.0203475691626961,0.1126565558640145,1.735561429447138,0.0214408516665801,0.1138548567371224
1130212,1130212,池袋,,,11302,13,171-0022,東京都豊島区南池袋一丁目28-2,139.711086,35.730256,1903-04-01,0000-00-00,0,1130212,ikebukuro,0.831334928296336,110293346757.15926,53.33333982454509,110293.34675715923,792.0,792000000.0,4.871613663133098,2068.0,849.0,849000000.0,0.0,69566470696.96437,54.60476506826089,69566.47069696437,1274.0,3.1024734982332154,5055.0,0.8607185424825472,2.7196325280707723,0.9071615026671206,112.56685012415356,1461.738680459626,0.8108702508982192,0.0018513495766308,0.0006004292613536,0.0009855886321905,0.0001912454028373,0.0128250183962903,0.0180565357463513,0.1311505224216411,3.799494477923064,0.0530156264070443,0.1801737979147804
1130213,1130213,大塚,,,11302,13,170-0005,東京都豊島区南大塚三丁目33-1,139.728584,35.731412,1903-04-01,0000-00-00,0,1130213,ootsuka,0.8369303918599423,103553338208.62622,55.22844704460065,103553.3382086262,693.0,693000000.0,5.02680965147453,1875.0,746.0,746000000.0,0.0,60253144715.97876,55.37972859924518,60253.14471597876,1088.0,3.0415549597855227,4246.0,0.8691914022517911,2.736196319018405,0.9128121162505116,106.75716464846512,1216.0432370615126,0.8108628899543905,0.002239113190686,0.0007194533549868,0.0009972358167588,0.0001932075069152,0.0145407678401044,0.017079518237087,0.0274532220907321,0.9241478407140538,0.0345670788325824,0.1573753210782157
1130214,1130214,巣鴨,,,11302,13,170-0002,東京都豊島区巣鴨一丁目16-1,139.739303,35.733445,1903-04-01,0000-00-00,0,1130214,sugamo,0.8258262907071443,83539005677.21895,60.799858571483945,83539.00567721894,545.0,545000000.0,4.872340425531915,1374.0,564.0,564000000.0,0.0,52276603814.24023,62.08622780788625,52276.60381424023,842.0,3.148936170212766,4012.0,0.7514515826933883,2.501122754491018,0.8343320848938827,96.2886916499807,1328.943774817326,0.8108318971711882,0.0018727987678704,0.0007065368118673,0.0008952989108573,0.0001567526336925,0.0141151416180423,0.0193151522658797,0.7469762246319755,14.800204687686843,0.0451087664676252,0.2088890714002456
1130215,1130215,駒込,,,11302,13,170-0003,東京都豊島区駒込二丁目1-1,139.748053,35.736825,1910-11-15,0000-00-00,0,1130215,komagome,0.829543675617553,90688857657.07867,58.546712496500106,90688.85765707868,577.0,577000000.0,5.304794520547945,1549.0,584.0,584000000.0,0.0,54224294593.96163,59.65268932229002,54224.29459396163,909.0,3.243150684931507,4953.0,0.8134340614222368,2.6252051197899573,0.8756431308155446,108.4576820017858,1515.4534737531408,0.8108017591306312,0.0017237065789822,0.0006138877055944,0.0009717642771478,0.0001968718555856,0.0129736145174922,0.0185604106885414,1.5722762878688668,38.9934401127691,0.0465826341240507,0.2067577015221068
1130216,1130216,田端,,,11302,13,114-0013,東京都北区東田端一丁目17-1,139.761229,35.737781,1896-04-01,0000-00-00,0,1130216,tabata,0.8277653906091037,102926672706.9692,53.77569106947188,102926.67270696918,696.0,696000000.0,5.406779661016949,1914.0,708.0,708000000.0,0.0,59907009640.50888,55.26476904105985,59907.00964050888,1084.0,3.2245762711864407,4468.0,0.9138883207199836,2.8255006129955045,0.9426039536468984,109.08230801085536,1217.0379554558372,0.8107962761224324,0.0023103030359734,0.000725127286568,0.0008920998282256,0.0001435838053962,0.01434910642314,0.0226516903635884,0.0569498106250424,0.8413855856645377,0.0321795875681151,0.1672469139884967
1130217,1130217,西日暮里,,,11302,13,116-0013,東京都荒川区西日暮里五丁目22-1,139.766857,35.731954,1971-04-20,0000-00-00,0,1130217,nishinippori,0.8352552757103371,100171045098.06088,53.05669761549834,100171.04509806086,686.0,686000000.0,5.2444444444444445,1888.0,720.0,720000000.0,0.0,58468734479.476776,54.44016245761338,58468.73447947677,1074.0,3.105555555555556,4271.0,0.8560833834435758,2.7100520624749698,0.9040748162992652,105.755263463529,1241.9059153139458,0.8108513202360964,0.002171516075701,0.0007277215455388,0.0009469261530789,0.0001551632446553,0.0146148660212305,0.0205918358033916,0.208736272987644,4.266612861080084,0.0401586710653971,0.1753657892502572
1130218,1130218,日暮里,,,11302,13,116-0013,東京都荒川区西日暮里二丁目19-1,139.771287,35.727908,1905-04-01,0000-00-00,0,1130218,nippori,0.8388523526516736,98057450611.0497,52.21376496861006,98057.45061104967,688.0,688000000.0,5.11716621253406,1878.0,734.0,734000000.0,0.0,57055525602.91329,52.63424871117462,57055.52560291329,1084.0,3.0708446866485013,3969.0,0.8371651550305843,2.6721449641803625,0.8914663292562913,98.95533121701176,1180.2333748658364,0.8108899587759741,0.0022530733256158,0.0007861556852662,0.0009666506409854,0.0001621822245843,0.015296433533214,0.0210500043518463,0.0394392881058841,1.3245670269884608,0.0395861893577443,0.163377110228313
1130219,1130219,鶯谷,,,11302,13,110-0003,東京都台東区根岸一丁目4-1,139.778015,35.721484,1912-07-11,0000-00-00,0,1130219,uguisudani,0.8342718150418345,88514223862.74846,52.65569533774448,88514.22386274846,683.0,683000000.0,4.682451253481895,1681.0,718.0,718000000.0,0.0009041591320072,58317366039.27222,52.72817905901647,58317.366039272216,1106.0,3.2200557103064065,4224.0,0.847682119205298,2.6932638331996794,0.8984751203852327,103.10936581985553,1240.4138377224592,0.8109611117280682,0.0021606609171277,0.0006910127538005,0.0009120701069135,0.0001560763978582,0.0136550437755299,0.0181405838949883,0.3013680474462922,4.403616506408208,0.0304742316922766,0.1260868740889365
1130220,1130220,上野,,,11302,13,110-0005,東京都台東区上野七丁目1-1,139.777043,35.71379,1883-07-28,0000-00-00,0,1130220,ueno,0.8261205178578952,82468262819.14514,52.96612897825635,82468.26281914514,712.0,712000000.0,4.325,1557.0,720.0,720000000.0,0.0017376194613379,61725913883.71181,53.62807461660452,61725.9138837118,1151.0,3.344444444444445,6022.0,0.8409440022343249,2.6804353893385438,0.8939774737038071,124.28234989229824,1782.0380034320656,0.8110453537321112,0.00149661384106,0.0004677051546156,0.0009767134266838,0.0001985324519715,0.0107160502809145,0.0134961900177753,0.461045907383585,9.360784239323218,0.0564427806056874,0.2119682940794304
1130221,1130221,御徒町,,,11302,13,110-0005,東京都台東区上野五丁目27,139.774727,35.707282,1925-11-01,0000-00-00,0,1130221,okachimachi,0.8179815395246754,103358907203.2986,45.57271040709815,103358.9072032986,1048.0,1048000000.0,4.235294117647059,2268.0,1071.0,1071000000.0,0.0005797101449275,79546258448.79723,46.11377301379549,79546.25844879722,1725.0,3.3211951447245567,6915.0,0.8219422322595983,2.642670468044666,0.8813089295618414,133.1818027450422,2093.384860855586,0.811102629966058,0.0012560220855725,0.000389833307295,0.001000519001564,0.0001733513073412,0.0100608402278968,0.0119422495687312,0.7033078715100228,17.72870861468431,0.0565987733921192,0.2074795175069728
1130222,1130222,秋葉原,,,11302,13,101-0021,東京都千代田区外神田一丁目17,139.773288,35.698619,1890-11-01,0000-00-00,0,1130222,akihabara,0.8165311098015832,114140345151.96548,46.53091934446208,114140.34515196548,1179.0,1179000000.0,4.067993366500829,2453.0,1206.0,1206000000.0,0.0,91037746464.83942,46.80603931354212,91037.7464648394,1945.0,3.3383084577114426,6393.0,0.8032416132679985,2.605223505775992,0.8688442211055276,131.1008511606154,1980.4843230997724,0.8111860962933855,0.0013088286891615,0.0003940198064115,0.0009657158518874,0.0001556030553857,0.0101980190959897,0.011910499410044,0.4758214564255554,9.66454362340836,0.0258957206752587,0.115330570007694
1130223,1130223,神田,,,11302,13,101-0044,東京都千代田区鍛冶町二丁目13-1,139.770641,35.691173,1919-03-01,0000-00-00,0,1130223,kanda,0.8197350297748494,94535716285.74516,57.433606491947245,94535.71628574516,845.0,845000000.0,3.8457943925233646,1646.0,856.0,856000000.0,0.0007189072609633,80727418214.65234,58.03552711333741,80727.41821465234,1391.0,3.378504672897196,5279.0,0.8043577632180405,2.607186358099878,0.8695917123705058,119.71128556205564,1633.3276034805758,0.8112615636993283,0.0015882950704233,0.0004784677268097,0.0010572673810057,0.0001933801750814,0.0113293160076391,0.0115787339373632,0.1385725890427843,4.604525325909757,0.0342210274417642,0.1417994467096744
1130224,1130101,東京,,,11302,13,100-0005,東京都千代田区丸の内一丁目9-1,139.766103,35.681391,1914-12-20,0000-00-00,0,1130224,toukyou,0.8222880649906775,56485908325.21297,75.31454443361729,56485.90832521296,398.0,398000000.0,3.7220843672456576,750.0,403.0,403000000.0,0.0015455950540958,49383490836.70868,76.32687919120352,49383.49083670868,647.0,3.4590570719602978,5105.0,0.8107035096077497,2.6198032370675977,0.8738223774743304,121.90017165433132,1567.1788302580069,0.8113691097202284,0.001663367134646,0.00056892836204,0.0009934112433286,0.0001994507321298,0.0105677457850211,0.0128179774812735,2.0312090549801614,62.70188073019907,0.0600912328564859,0.1901313236115172
1130225,1130225,有楽町,,,11302,13,100-0006,東京都千代田区有楽町二丁目9,139.763806,35.675441,1910-06-25,0000-00-00,0,1130225,yuurakuchou,0.8204835534640006,67866664926.29057,72.7402625147809,67866.66492629057,495.0,495000000.0,3.7171314741035855,933.0,502.0,502000000.0,0.0,61475653285.0341,75.43024942948969,61475.6532850341,815.0,3.460159362549801,5805.0,0.8436273797413166,2.6857391809468485,0.8957667344764119,134.24600418467602,1712.4077158293612,0.8114323000855974,0.0015605689604572,0.0004701372516019,0.0010371202461654,0.0002069687299777,0.0106895761593629,0.0128779094152414,0.8012709295502176,26.135770040947488,0.0712521067558518,0.1968075984410794
